   2022     10      6   12.00      6672.00   0.11041E+02   0.00000E+00   0.11041E+02   0.11120E+02   0.11168E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.15565E+02   0.16355E+02  -0.76705E+02  -0.30965E+02   0.17007E-02   0.14396E-04   0.48011E-03       0.25      68.25     0.0000  0.00   0.16244E-01   0.32718E+00    11.1018    11.1227    11.1309    11.1370    11.1678
   2022     10      7   12.00      6696.00   0.10457E+02   0.00000E+00   0.10457E+02   0.10577E+02   0.10632E+02   0.00000E+00   0.00000E+00   0.54743E+01  -0.45264E+02   0.47504E+02  -0.73888E+02  -0.27960E+02   0.45758E-02   0.51914E-04   0.28248E-02       0.25      49.26     0.0000  0.00   0.69632E-01   0.90079E+00    10.5465    10.5829    10.5952    10.6021    10.6305
   2022     10      8   12.00      6720.00   0.98008E+01   0.00000E+00   0.98008E+01   0.99312E+01   0.99911E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.36181E+02   0.42357E+02  -0.79415E+02  -0.30510E+02   0.38103E-02   0.33827E-04   0.14166E-02       0.25      49.31     0.0000  0.00   0.43728E-01   0.77720E+00     9.8974     9.9380     9.9507     9.9583     9.9903
   2022     10      9   12.00      6744.00   0.90690E+01   0.00000E+00   0.90690E+01   0.92261E+01   0.92982E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.30974E+02   0.43805E+02  -0.95837E+02  -0.37947E+02   0.37970E-02   0.38528E-04   0.15533E-02       0.25      63.95     0.0000  0.00   0.24223E-01   0.12750E+01     9.1862     9.2334     9.2491     9.2585     9.2971
   2022     10     10   12.00      6768.00   0.83068E+01   0.00000E+00   0.83068E+01   0.84826E+01   0.85634E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.26513E+02   0.44259E+02  -0.10366E+03  -0.42641E+02   0.36278E-02   0.35125E-04   0.13155E-02       0.25      72.20     0.0000  0.00  -0.10928E-02   0.12224E+01     8.4395     8.4904     8.5075     8.5180     8.5621
   2022     10     11   12.00      6792.00   0.77722E+01   0.00000E+00   0.77722E+01   0.78811E+01   0.79526E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.18820E+02   0.26639E+02  -0.84892E+02  -0.41018E+02   0.25396E-02   0.18007E-04   0.40411E-03       0.25      69.80     0.0000  0.00   0.73827E-02   0.42825E+00     7.8506     7.8865     7.8981     7.9071     7.9525
   2022     10     12   12.00      6816.00   0.75693E+01   0.00000E+00   0.75693E+01   0.76590E+01   0.77267E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.29979E+02   0.30280E+02  -0.62366E+02  -0.35110E+02   0.32978E-02   0.19860E-04   0.68554E-03       0.26      61.99     0.0000  0.00   0.35026E-01   0.44374E+00     7.6296     7.6638     7.6752     7.6837     7.7266
   2022     10     13   12.00      6840.00   0.74582E+01   0.00000E+00   0.74582E+01   0.75471E+01   0.76097E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.14326E+02   0.15042E+02  -0.69165E+02  -0.34527E+02   0.17044E-02   0.13950E-04   0.49320E-03       0.26      62.74     0.0000  0.00   0.55878E-02  -0.28969E+00     7.5248     7.5494     7.5597     7.5676     7.6094
   2022     10     14   12.00      6864.00   0.68511E+01   0.00000E+00   0.68511E+01   0.70376E+01   0.71142E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.47139E+02   0.60699E+02  -0.96062E+02  -0.37871E+02   0.57723E-02   0.19006E-03   0.10465E-01       0.26      59.39     0.0000  0.00  -0.34921E-01  -0.32626E+01     6.9967     7.0427     7.0628     7.0729     7.1104
   2022     10     15   12.00      6888.00   0.59424E+01   0.00000E+00   0.59424E+01   0.61448E+01   0.62193E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.56448E+02   0.74040E+02  -0.91260E+02  -0.37196E+02   0.72283E-02   0.33736E-03   0.22465E-01       0.26      44.85     0.0000  0.00  -0.12840E+00  -0.40858E+01     6.1048     6.1504     6.1688     6.1804     6.2160
   2022     10     16   12.00      6912.00   0.55141E+01   0.00000E+00   0.55141E+01   0.56119E+01   0.56772E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.51430E+02   0.50848E+02  -0.48642E+02  -0.30276E+02   0.55328E-02   0.14174E-03   0.83055E-02       0.26      33.99     0.0000  0.00  -0.42344E-01  -0.26620E+01     5.5876     5.6117     5.6266     5.6377     5.6765
   2022     10     17   12.00      6936.00   0.57004E+01   0.00000E+00   0.57004E+01   0.57447E+01   0.58022E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.46958E+02   0.32298E+02  -0.27296E+02  -0.25772E+02   0.45067E-02   0.56401E-04   0.37217E-02       0.26      39.78     0.0000  0.00   0.33937E-01  -0.18229E+01     5.7293     5.7429     5.7542     5.7624     5.8022
   2022     10     18   12.00      6960.00   0.59063E+01   0.00000E+00   0.59063E+01   0.59680E+01   0.60298E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.40921E+02   0.27672E+02  -0.36282E+02  -0.25664E+02   0.38863E-02   0.28520E-04   0.17507E-02       0.26      45.60     0.0000  0.00   0.21423E-01  -0.13285E+01     5.9472     5.9670     5.9815     5.9890     6.0298
   2022     10     19   12.00      6984.00   0.59082E+01   0.00000E+00   0.59082E+01   0.59823E+01   0.60406E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.52432E+02   0.39281E+02  -0.42264E+02  -0.24476E+02   0.50271E-02   0.74415E-04   0.50112E-02       0.26      40.15     0.0000  0.00   0.52268E-01  -0.19900E+01     5.9600     5.9821     5.9961     6.0051     6.0402
   2022     10     20   12.00      7008.00   0.58793E+01   0.00000E+00   0.58793E+01   0.59300E+01   0.59790E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.64519E+02   0.38453E+02  -0.31899E+02  -0.22559E+02   0.57208E-02   0.97116E-04   0.68434E-02       0.27      36.51     0.0000  0.00   0.11221E+00  -0.63445E+00     5.9150     5.9289     5.9389     5.9472     5.9786
   2022     10     21   12.00      7032.00   0.59650E+01   0.00000E+00   0.59650E+01   0.60363E+01   0.60948E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.54872E+02   0.28073E+02  -0.42046E+02  -0.23988E+02   0.47217E-02   0.55962E-04   0.42114E-02       0.27      44.75     0.0000  0.00   0.82429E-01   0.72442E+00     6.0131     6.0372     6.0504     6.0584     6.0948
   2022     10     22   12.00      7056.00   0.56488E+01   0.00000E+00   0.56488E+01   0.57459E+01   0.58219E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.33839E+02   0.23553E+02  -0.66100E+02  -0.28104E+02   0.32427E-02   0.15674E-04   0.53419E-03       0.27      45.29     0.0000  0.00   0.37650E-01   0.11117E+00     5.7094     5.7510     5.7671     5.7764     5.8219
   2022     10     23   12.00      7080.00   0.51264E+01   0.00000E+00   0.51264E+01   0.52418E+01   0.53240E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.41896E+02   0.29943E+02  -0.57564E+02  -0.26047E+02   0.40788E-02   0.22662E-04   0.17381E-02       0.27      32.03     0.0000  0.00   0.52479E-01  -0.70282E+00     5.2023     5.2432     5.2675     5.2776     5.3239
   2022     10     24   12.00      7104.00   0.49176E+01   0.00000E+00   0.49176E+01   0.49702E+01   0.50337E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.50337E+02   0.28373E+02  -0.28301E+02  -0.21724E+02   0.45126E-02   0.71928E-04   0.46181E-02       0.27      24.92     0.0000  0.00   0.60388E-01   0.95283E+00     4.9483     4.9687     4.9842     4.9929     5.0335
   2022     10     25   12.00      7128.00   0.53447E+01   0.00000E+00   0.53447E+01   0.53335E+01   0.53525E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.87702E+02   0.48685E+02  -0.82263E+00  -0.16303E+02   0.89293E-02   0.60537E-03   0.47893E-01       0.27      29.42     0.0000  0.00   0.26062E+00   0.39833E+01     5.3342     5.3319     5.3324     5.3349     5.3491
   2022     10     26   12.00      7152.00   0.55607E+01   0.00000E+00   0.55607E+01   0.56328E+01   0.56720E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.64858E+02   0.52690E+02  -0.40771E+02  -0.20678E+02   0.75386E-02   0.44401E-03   0.34434E-01       0.27      40.21     0.0000  0.00   0.30329E-01   0.39702E+01     5.6174     5.6338     5.6418     5.6483     5.6707
   2022     10     27   12.00      7176.00   0.47993E+01   0.00000E+00   0.47993E+01   0.50199E+01   0.50979E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.48386E+02   0.71416E+02  -0.98000E+02  -0.31689E+02   0.81076E-02   0.57565E-03   0.42157E-01       0.27      46.28     0.0000  0.00  -0.67658E-01   0.59633E+01     4.9779     5.0247     5.0464     5.0582     5.0898
   2022     10     28   12.00      7200.00   0.30141E+01   0.00000E+00   0.30141E+01   0.37313E+01   0.42405E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.15416E+02   0.37048E+02  -0.11006E+03  -0.32404E+02   0.36567E-02   0.64462E-04   0.45247E-02       0.27      45.78     0.0000  0.00   0.44556E-01   0.84771E+00     3.2022     3.7690     4.0864     4.1288     4.2392
   2022     10     29   12.00      7224.00   0.60435E-01   0.00000E+00   0.53250E+00   0.27774E+01   0.42467E+01   0.00000E+00  -0.47207E+00   0.54743E+01  -0.18405E+02   0.24437E+02  -0.88976E+02  -0.25173E+02   0.27799E-02   0.44565E-07   0.11013E-02       0.35      41.99     0.0000  0.00   0.15186E-01   0.93721E-01     0.9536     2.6916     4.1272     4.1466     4.2467
   2022     10     30   12.00      7248.00  -0.58874E+00   0.00000E+00  -0.61431E-03   0.17941E+01   0.42300E+01   0.00000E+00  -0.58812E+00   0.54743E+01  -0.40932E+02   0.40028E+02  -0.83752E+02  -0.23726E+02   0.51543E-02   0.75821E-07   0.32324E-02       0.40      46.04     0.0000  0.00   0.12184E-01   0.13608E+01     0.0412     0.3878     4.0509     4.1223     4.2300
   2022     10     31   12.00      7272.00  -0.75332E+00   0.00000E+00  -0.25652E-03   0.17250E+01   0.42690E+01   0.00000E+00  -0.75306E+00   0.54743E+01  -0.48532E+02   0.48027E+02  -0.87031E+02  -0.23343E+02   0.60641E-02   0.10513E-06   0.67592E-02       0.40      47.59     0.0000  0.00   0.44355E-01   0.11958E+01     0.0407     0.2806     3.9283     4.1717     4.2690
   2022     11      1   12.00      7296.00  -0.59135E+00   0.00000E+00  -0.13647E-02   0.84643E+00   0.41365E+01   0.00000E+00  -0.58999E+00   0.54743E+01  -0.58472E+02   0.71383E+02  -0.87353E+02  -0.27363E+02   0.85577E-02   0.10235E-04   0.23949E-01       0.40      38.94     0.0000  0.00   0.65530E-01  -0.19172E+01     0.0574     0.1096     0.9633     3.6180     4.1365
   2022     11      2   12.00      7320.00  -0.53421E+00   0.00000E+00  -0.99618E-03   0.57008E-01   0.25043E+00   0.00000E+00  -0.53322E+00   0.54743E+01  -0.84889E+02   0.10837E+03  -0.89157E+02  -0.67412E+02   0.14218E-01   0.72191E-03   0.10625E+00       0.39      30.79     0.0000  0.00  -0.57576E-01  -0.68544E+01     0.0348     0.0521     0.0678     0.0880     0.2502
   2022     11      3   12.00      7344.00  -0.62560E+00   0.00000E+00  -0.79718E-11   0.83765E-01   0.12300E+01   0.00000E+00  -0.62560E+00   0.54743E+01  -0.54344E+02   0.60553E+02  -0.68628E+02  -0.17679E+02   0.71433E-02   0.60641E-04   0.17824E-01       0.40      31.62     0.0000  0.00  -0.39715E-01  -0.71744E+00     0.0184     0.0339     0.0761     0.2799     1.2300
   2022     11      4   12.00      7368.00  -0.36882E+00   0.00000E+00  -0.98188E-03   0.51085E-01   0.41581E+00   0.00000E+00  -0.36784E+00   0.54743E+01  -0.88825E+02   0.68267E+02  -0.52700E+02  -0.42792E+02   0.97454E-02   0.24342E-03   0.29902E-01       0.40      36.32     0.0000  0.00  -0.23931E-01   0.39760E+01     0.0252     0.0424     0.0582     0.0945     0.4158
   2022     11      5   12.00      7392.00  -0.34569E+00   0.00000E+00  -0.83210E-03   0.42363E-01   0.31455E+00   0.00000E+00  -0.34486E+00   0.54743E+01  -0.79026E+02   0.55239E+02  -0.55189E+02  -0.29464E+02   0.83160E-02   0.11336E-03   0.17330E-01       0.40      34.45     0.0000  0.00   0.34950E-01   0.29817E+01     0.0208     0.0363     0.0506     0.0737     0.3145
   2022     11      6   12.00      7416.00  -0.40423E+00   0.00000E+00  -0.45831E-03   0.58435E-01   0.11559E+01   0.00000E+00  -0.40377E+00   0.54743E+01  -0.69375E+02   0.64597E+02  -0.71335E+02  -0.20851E+02   0.76684E-02   0.52124E-04   0.15958E-01       0.40      27.59     0.0000  0.00   0.84030E-01  -0.76420E+00     0.0173     0.0309     0.0461     0.1698     1.1559
   2022     11      7   12.00      7440.00   0.36837E+00   0.00000E+00   0.40062E+00   0.33009E+00   0.44018E+00   0.00000E+00  -0.32248E-01   0.54743E+01  -0.10801E+03   0.50533E+02   0.20181E+02  -0.22399E+02   0.12593E-01   0.96259E-03   0.16801E+00       0.32      19.31     0.0000  0.00   0.40237E+00  -0.93036E+01     0.3402     0.3281     0.3220     0.3215     0.3509
   2022     11      8   12.00      7464.00   0.22209E+01   0.00000E+00   0.22209E+01   0.20141E+01   0.22588E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.12877E+03   0.20123E+02   0.85930E+02  -0.10634E+01   0.11678E-01   0.90599E-03   0.12896E+00       0.29      16.64     0.0000  0.00   0.49412E+00  -0.32001E+01     2.0491     2.0100     1.9894     1.9828     1.9852
   2022     11      9   12.00      7488.00   0.33968E+01   0.00000E+00   0.33968E+01   0.33732E+01   0.35156E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.67784E+02   0.18665E+02   0.84843E+01  -0.18666E+00   0.52588E-02   0.12976E-03   0.12004E-01       0.29      17.49     0.0000  0.00   0.11943E+00   0.83947E+00     3.3649     3.3654     3.3789     3.3919     3.4346
   2022     11     10   12.00      7512.00   0.19208E-01   0.00000E+00   0.18562E+00   0.27367E+01   0.39926E+01   0.00000E+00  -0.16641E+00   0.54743E+01  -0.25838E+02   0.11048E+02  -0.28631E+02  -0.26258E+01   0.21949E-02   0.39503E-18   0.41567E-03       0.34      16.83     0.0000  0.00   0.18787E-01   0.20123E+00     1.4595     3.0020     3.4742     3.6265     3.9926
   2022     11     11   12.00      7536.00  -0.23462E-01   0.00000E+00   0.19615E+00   0.19228E+01   0.39844E+01   0.00000E+00  -0.21961E+00   0.54743E+01  -0.36576E+02   0.18750E+02  -0.32093E+02  -0.16483E+02   0.36084E-02   0.51875E-04   0.78348E-02       0.34      16.00     0.0000  0.00  -0.39804E-01  -0.12345E+01     0.3128     1.3673     3.2636     3.7038     3.9844
   2022     11     12   12.00      7560.00   0.13429E+01   0.00000E+00   0.13429E+01   0.14703E+01   0.15514E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.77599E+02   0.58244E+02  -0.50209E+02  -0.31312E+02   0.11872E-01   0.96454E-03   0.14126E+00       0.29      17.89     0.0000  0.00  -0.49413E+00  -0.59075E+01     1.4460     1.4684     1.4863     1.4993     1.5469
   2022     11     13   12.00      7584.00   0.16951E+00   0.00000E+00   0.42276E+00   0.56503E+00   0.64778E+00   0.00000E+00  -0.25324E+00   0.54743E+01  -0.84909E+02   0.83201E+02  -0.95710E+02  -0.35998E+02   0.13695E-01   0.12187E-02   0.16874E+00       0.34      24.74     0.0000  0.00  -0.56267E+00  -0.32987E+01     0.5349     0.5654     0.5819     0.6009     0.6426
   2022     11     14   12.00      7608.00  -0.14294E+01   0.00000E+00  -0.72875E-11   0.81657E-01   0.10470E+01   0.00000E+00  -0.14294E+01   0.54743E+01  -0.33170E+02   0.47862E+02  -0.11809E+03  -0.12971E+02   0.56720E-02   0.66283E-04   0.99038E-02       0.40      32.94     0.0000  0.00  -0.52594E-01  -0.32900E-02     0.0172     0.0338     0.0852     0.2647     1.0470
   2022     11     15   12.00      7632.00  -0.29249E+01   0.00000E+00  -0.74588E-11   0.21359E+00   0.25629E+01   0.00000E+00  -0.29249E+01   0.54743E+01  -0.31965E+02   0.45625E+02  -0.11706E+03  -0.67642E+01   0.57000E-02   0.56853E-11   0.21878E-02       0.40      34.75     0.0000  0.00   0.28944E-01  -0.11482E+00     0.0113     0.0223     0.1322     1.0123     2.5629
   2022     11     16   12.00      7656.00  -0.19901E+01   0.00000E+00  -0.76264E-11   0.32275E+00   0.32336E+01   0.00000E+00  -0.19901E+01   0.54743E+01  -0.80677E+02   0.61798E+02  -0.84519E+02  -0.59548E+01   0.90038E-02   0.15287E-12   0.45204E-02       0.40      26.35     0.0000  0.00   0.65967E-02  -0.10793E+01     0.0096     0.0181     0.1970     1.6112     3.2336
   2022     11     17   12.00      7680.00   0.18479E+00   0.00000E+00  -0.75609E-11   0.34836E+00   0.34623E+01   0.00000E+00   0.18479E+00   0.54743E+01  -0.12548E+03   0.25608E+02  -0.35269E+01  -0.54440E+01   0.84598E-02   0.52440E-12   0.40610E-02       0.40      13.73     0.0000  0.00   0.24764E-01  -0.95946E+00     0.0075     0.0144     0.1257     1.8359     3.4623
   2022     11     18   12.00      7704.00   0.55609E+00   0.00000E+00  -0.72418E-11   0.30335E+00   0.35248E+01   0.00000E+00   0.55609E+00   0.54743E+01  -0.11446E+03  -0.63853E+01   0.17450E+02  -0.58384E+01   0.58525E-02   0.31590E-10   0.24431E-02       0.40      11.53     0.0000  0.00   0.34934E-01  -0.10674E+01     0.0074     0.0148     0.0417     1.6574     3.5248
   2022     11     19   12.00      7728.00   0.12618E+00   0.00000E+00  -0.70500E-11   0.33245E+00   0.37039E+01   0.00000E+00   0.12618E+00   0.54743E+01  -0.40729E+02   0.43806E-01  -0.62713E+02  -0.65641E+01   0.27304E-02   0.96968E-13   0.44360E-03       0.40      16.40     0.0000  0.00   0.88075E-03  -0.55583E+00     0.0074     0.0176     0.1410     1.7165     3.7039
   2022     11     20   12.00      7752.00  -0.12822E+00   0.00000E+00  -0.70724E-11   0.45519E+00   0.39153E+01   0.00000E+00  -0.12822E+00   0.54743E+01  -0.25367E+02   0.69734E+01  -0.85004E+02  -0.62335E+01   0.23096E-02   0.60176E-17   0.13995E-03       0.40      16.63     0.0000  0.00  -0.50844E-02  -0.36227E+00     0.0084     0.0381     0.4199     2.0524     3.9153
   2022     11     21   12.00      7776.00  -0.16448E+00   0.00000E+00  -0.75105E-11   0.56030E+00   0.40421E+01   0.00000E+00  -0.16448E+00   0.54743E+01  -0.26102E+02   0.10341E+02  -0.87637E+02  -0.55432E+01   0.22310E-02   0.12836E-13   0.13980E-02       0.40      11.60     0.0000  0.00   0.19924E-01   0.30944E+00     0.0396     0.0625     0.6262     2.3314     4.0421
   2022     11     22   12.00      7800.00   0.30353E+00   0.00000E+00   0.28649E+00   0.51092E+00   0.33020E+01   0.00000E+00   0.17036E-01   0.54743E+01  -0.70820E+02   0.33195E+02  -0.13598E+02  -0.26886E+02   0.62914E-02   0.72949E-04   0.12308E-01       0.33       9.87     0.0000  0.00   0.33185E-01   0.33749E+01     0.2972     0.3086     0.3489     1.4399     3.3020
   2022     11     23   12.00      7824.00   0.71636E+00   0.00000E+00   0.71636E+00   0.75415E+00   0.81818E+00   0.00000E+00   0.00000E+00   0.54743E+01  -0.76751E+02   0.42332E+02  -0.15627E+02  -0.28021E+02   0.75358E-02   0.43026E-03   0.29658E-01       0.30      12.84     0.0000  0.00  -0.31641E-01   0.57961E+01     0.7446     0.7531     0.7587     0.7661     0.8181
   2022     11     24   12.00      7848.00   0.78902E+00   0.00000E+00   0.78902E+00   0.82300E+00   0.12174E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.62926E+02   0.29307E+02  -0.13936E+02  -0.14592E+02   0.54582E-02   0.83223E-04   0.86465E-02       0.30      13.71     0.0000  0.00   0.46842E-01   0.25329E+01     0.8085     0.8165     0.8237     0.8474     1.2174
   2022     11     25   12.00      7872.00   0.77582E+00   0.00000E+00   0.77582E+00   0.84378E+00   0.17012E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.56932E+02   0.27679E+02  -0.26760E+02  -0.13357E+02   0.52428E-02   0.15442E-04   0.56624E-02       0.30      14.71     0.0000  0.00   0.72687E-01   0.18030E+01     0.8120     0.8280     0.8421     0.9070     1.7012
   2022     11     26   12.00      7896.00  -0.23517E-01   0.00000E+00   0.20339E+00   0.32800E+00   0.12167E+01   0.00000E+00  -0.22691E+00   0.54743E+01  -0.49055E+02   0.44310E+02  -0.68139E+02  -0.16281E+02   0.59937E-02   0.33159E-04   0.77627E-02       0.35      14.39     0.0000  0.00   0.23604E-01   0.26581E+01     0.2649     0.2948     0.3291     0.4830     1.2167
   2022     11     27   12.00      7920.00  -0.10688E+01   0.00000E+00  -0.73764E-11   0.13214E+00   0.20365E+01   0.00000E+00  -0.10688E+01   0.54743E+01  -0.17494E+02   0.30908E+02  -0.86790E+02  -0.64244E+01   0.33713E-02   0.33755E-07   0.18782E-02       0.40      12.03     0.0000  0.00  -0.10675E-03  -0.11287E+00     0.0173     0.0284     0.0688     0.5841     2.0365
   2022     11     28   12.00      7944.00  -0.28580E+01   0.00000E+00  -0.72954E-11   0.12347E+00   0.24516E+01   0.00000E+00  -0.28580E+01   0.54743E+01  -0.22160E+02   0.65496E+02  -0.11671E+03  -0.60528E+01   0.81751E-02   0.69878E-07   0.60389E-02       0.40      11.20     0.0000  0.00  -0.30288E-01  -0.16171E+01     0.0087     0.0171     0.0286     0.6162     2.4516
   2022     11     29   12.00      7968.00  -0.40520E+01   0.00000E+00  -0.75326E-11   0.15657E+00   0.26339E+01   0.00000E+00  -0.40520E+01   0.54743E+01  -0.33517E+02   0.69819E+02  -0.10968E+03  -0.66054E+01   0.88034E-02   0.23759E-09   0.34804E-02       0.40      11.96     0.0000  0.00  -0.83823E-02  -0.77006E+00     0.0055     0.0103     0.0290     0.8282     2.6339
   2022     11     30   12.00      7992.00  -0.22307E+01   0.00000E+00  -0.78956E-11   0.29184E+00   0.28773E+01   0.00000E+00  -0.22307E+01   0.54743E+01  -0.49020E+02   0.37741E+02  -0.62097E+02  -0.55247E+01   0.65515E-02   0.27563E-15   0.36626E-03       0.40      11.16     0.0000  0.00   0.10833E-02  -0.57985E-01     0.0483     0.0603     0.1760     1.2917     2.8773
   2022     12      1   12.00      8016.00   0.92858E-01   0.00000E+00  -0.57094E-11   0.43575E+00   0.30084E+01   0.00000E+00   0.92858E-01   0.54743E+01  -0.11362E+03   0.35122E+02   0.51240E+01  -0.52546E+01   0.90592E-02   0.11555E-44   0.34919E-35       0.40       8.37     0.0000  0.00  -0.79522E-35  -0.91847E-33     0.1411     0.1795     0.3609     1.5351     3.0084
   2022     12      2   12.00      8040.00   0.24481E+00   0.00000E+00  -0.66810E-11   0.43297E+00   0.30614E+01   0.00000E+00   0.24481E+00   0.54743E+01  -0.15137E+03   0.29563E+02   0.48436E+02  -0.53746E+01   0.90486E-02   0.43165E-15   0.22914E-02       0.40       7.20     0.0000  0.00   0.26895E-01   0.47618E-02     0.0445     0.1227     0.4755     1.6365     3.0614
   2022     12      3   12.00      8064.00   0.68668E+00   0.00000E+00  -0.70201E-11   0.22957E+00   0.24426E+01   0.00000E+00   0.68668E+00   0.54743E+01  -0.18874E+03   0.18539E+02   0.96828E+02  -0.25168E+02   0.10657E-01   0.12431E-03   0.20738E-01       0.40       7.22     0.0000  0.00   0.13910E+00  -0.42047E+00     0.0158     0.0308     0.1431     1.0798     2.4426
   2022     12      4   12.00      8088.00   0.10945E+01   0.00000E+00   0.75514E+00   0.56444E+00   0.84718E+00   0.00000E+00   0.33940E+00   0.54743E+01  -0.16148E+03   0.89570E+01   0.13648E+03  -0.16090E+02   0.99976E-02   0.55300E-03   0.61845E-01       0.34       7.75     0.0000  0.00   0.21700E+00   0.46136E+01     0.5877     0.5578     0.5482     0.5461     0.5857
   2022     12      5   12.00      8112.00   0.25372E+01   0.00000E+00   0.25372E+01   0.23885E+01   0.25724E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.11644E+03   0.24435E+02   0.55875E+02   0.12974E+01   0.10716E-01   0.98731E-03   0.12226E+00       0.31       9.09     0.0000  0.00   0.89210E-01   0.12052E+02     2.4153     2.3879     2.3684     2.3620     2.3615
   2022     12      6   12.00      8136.00   0.25500E+01   0.00000E+00   0.25500E+01   0.26222E+01   0.26571E+01   0.00000E+00   0.00000E+00   0.54743E+01  -0.69466E+02   0.38650E+02  -0.35624E+02  -0.83213E+01   0.73665E-02   0.44047E-03   0.30763E-01       0.31      10.66     0.0000  0.00   0.54295E-01   0.56045E+01     2.6060     2.6240     2.6321     2.6373     2.6524
   2022     12      7   12.00      8160.00   0.12078E+01   0.00000E+00   0.12174E+01   0.15408E+01   0.24956E+01   0.00000E+00  -0.95792E-02   0.54743E+01  -0.37115E+02   0.30175E+02  -0.79016E+02  -0.67128E+01   0.43114E-02   0.12853E-04   0.29842E-02       0.31      10.40     0.0000  0.00   0.40296E-01   0.15792E+01     1.3296     1.4034     1.6772     1.9877     2.4953
   2022     12      8   12.00      8184.00  -0.76395E+00   0.00000E+00  -0.66865E-11   0.76365E+00   0.29978E+01   0.00000E+00  -0.76395E+00   0.54743E+01  -0.30604E+02   0.23045E+02  -0.80136E+02  -0.31776E+01   0.32884E-02   0.39503E-17   0.41925E-03       0.40       9.24     0.0000  0.00   0.78172E-02   0.55515E+00     0.0136     0.1619     1.4600     2.1985     2.9978
   2022     12      9   12.00      8208.00  -0.79589E+00   0.00000E+00  -0.80674E-11   0.83394E+00   0.32619E+01   0.00000E+00  -0.79589E+00   0.54743E+01  -0.37519E+01   0.32019E+01  -0.87145E+02  -0.32224E+01   0.53924E-03   0.35529E-18   0.21590E-04       0.40       9.92     0.0000  0.00  -0.23100E-03   0.57487E-01     0.0596     0.2258     1.4883     2.4032     3.2619
   2022     12     10   12.00      8232.00  -0.11513E+00   0.00000E+00  -0.76128E-11   0.76647E+00   0.34834E+01   0.00000E+00  -0.11513E+00   0.54743E+01  -0.62473E+02   0.35672E+02  -0.60894E+02  -0.35063E+01   0.60440E-02   0.13747E-06   0.87923E-02       0.40      11.69     0.0000  0.00   0.58984E-01  -0.83856E+00     0.0620     0.1997     1.2115     2.4790     3.4834
   2022     12     11   12.00      8256.00   0.58913E+00   0.00000E+00   0.54924E+00   0.51638E+00   0.85220E+00   0.00000E+00   0.39892E-01   0.54743E+01  -0.89453E+02   0.38410E+02   0.18292E+02  -0.37542E+02   0.11544E-01   0.94346E-03   0.11916E+00       0.33      12.10     0.0000  0.00   0.27974E+00  -0.91819E+01     0.5053     0.5014     0.5081     0.5671     0.8007
   2022     12     12   12.00      8280.00   0.85638E+00   0.00000E+00   0.85638E+00   0.92594E+00   0.96802E+00   0.00000E+00   0.00000E+00   0.54743E+01  -0.62853E+02   0.46502E+02  -0.29053E+02  -0.17151E+02   0.10594E-01   0.87229E-03   0.10172E+00       0.31      10.86     0.0000  0.00   0.18497E+00  -0.10449E+02     0.9115     0.9255     0.9350     0.9435     0.9651
   2022     12     13   12.00      8304.00  -0.46308E+00   0.00000E+00   0.84413E-01   0.15349E+00   0.26404E+00   0.00000E+00  -0.54749E+00   0.54743E+01  -0.46419E+02   0.75347E+02  -0.91294E+02  -0.22496E+02   0.91696E-02   0.30589E-03   0.27145E-01       0.37      10.98     0.0000  0.00   0.15358E+00  -0.24302E+01     0.1310     0.1515     0.1661     0.1804     0.2630
   2022     12     14   12.00      8328.00  -0.20318E+01   0.00000E+00  -0.66012E-11   0.25122E-01   0.43089E+00   0.00000E+00  -0.20318E+01   0.54743E+01  -0.21439E+02   0.71228E+02  -0.11259E+03  -0.10617E+02   0.80878E-02   0.71819E-04   0.11028E-01       0.40      12.77     0.0000  0.00   0.10180E+00  -0.93270E-01     0.0080     0.0147     0.0218     0.0687     0.4309
