   2022     10      6   12.00      6672.00   0.11686E+02   0.00000E+00   0.11686E+02   0.11802E+02   0.11853E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.43616E+02   0.57793E+02  -0.89748E+02  -0.37922E+02   0.46546E-02   0.28563E-04   0.27003E-02       0.25      82.13     0.0000  0.00   0.27644E+00   0.17625E+01    11.7821    11.8121    11.8170    11.8211    11.8520
   2022     10      7   12.00      6696.00   0.11308E+02   0.00000E+00   0.11308E+02   0.11428E+02   0.11476E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.38454E+02   0.49779E+02  -0.84172E+02  -0.30624E+02   0.43642E-02   0.31689E-04   0.26004E-02       0.25      55.20     0.0000  0.00   0.83079E-01   0.61060E+01    11.4067    11.4383    11.4433    11.4470    11.4752
   2022     10      8   12.00      6720.00   0.10868E+02   0.00000E+00   0.10868E+02   0.10959E+02   0.11003E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.13451E+02   0.20608E+02  -0.82411E+02  -0.31566E+02   0.17347E-02   0.10777E-04   0.50824E-03       0.25      53.01     0.0000  0.00  -0.18577E-02   0.93918E+00    10.9472    10.9653    10.9694    10.9730    11.0034
   2022     10      9   12.00      6744.00   0.10321E+02   0.00000E+00   0.10321E+02   0.10456E+02   0.10510E+02   0.00000E+00   0.00000E+00   0.35177E+01  -0.23015E+02   0.47767E+02  -0.11264E+03  -0.42208E+02   0.35796E-02   0.17958E-04   0.92701E-03       0.25      74.58     0.0000  0.00   0.14057E+00  -0.18583E+01    10.4316    10.4667    10.4727    10.4775    10.5100
   2022     10     10   12.00      6768.00   0.97215E+01   0.00000E+00   0.97215E+01   0.98649E+01   0.99214E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.18488E+02   0.49426E+02  -0.12404E+03  -0.49262E+02   0.34681E-02   0.17561E-04   0.82681E-03       0.25      88.44     0.0000  0.00   0.12825E+00  -0.18488E+01     9.8399     9.8765     9.8830     9.8885     9.9214
   2022     10     11   12.00      6792.00   0.93453E+01   0.00000E+00   0.93453E+01   0.94401E+01   0.94973E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.82689E+01   0.19482E+02  -0.93522E+02  -0.47432E+02   0.15360E-02   0.75866E-05   0.23283E-03       0.25      88.49     0.0000  0.00   0.12548E-01  -0.24565E+00     9.4270     9.4458     9.4506     9.4554     9.4973
   2022     10     12   12.00      6816.00   0.91830E+01   0.00000E+00   0.91830E+01   0.92784E+01   0.93399E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.23366E+02   0.37126E+02  -0.79510E+02  -0.43231E+02   0.32393E-02   0.14444E-04   0.77422E-03       0.26      83.09     0.0000  0.00   0.48358E-01   0.34640E+01     9.2578     9.2874     9.2922     9.2969     9.3399
   2022     10     13   12.00      6840.00   0.90551E+01   0.00000E+00   0.90551E+01   0.91621E+01   0.92249E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.27481E+02   0.43827E+02  -0.90247E+02  -0.44188E+02   0.37976E-02   0.18690E-04   0.16194E-02       0.26      87.13     0.0000  0.00   0.18198E+00  -0.67963E+00     9.1408     9.1717     9.1771     9.1819     9.2248
   2022     10     14   12.00      6864.00   0.84965E+01   0.00000E+00   0.84965E+01   0.86707E+01   0.87366E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.42365E+02   0.86706E+02  -0.13439E+03  -0.47355E+02   0.73499E-02   0.14327E-03   0.16898E-01       0.26      79.67     0.0000  0.00   0.65188E+00  -0.67506E+01     8.6424     8.6835     8.6937     8.7002     8.7326
   2022     10     15   12.00      6888.00   0.75567E+01   0.00000E+00   0.75567E+01   0.77546E+01   0.78175E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.47119E+02   0.98296E+02  -0.13120E+03  -0.43445E+02   0.87245E-02   0.23378E-03   0.32642E-01       0.26      53.53     0.0000  0.00   0.87855E+00  -0.10727E+02     7.7260     7.7681     7.7783     7.7857     7.8104
   2022     10     16   12.00      6912.00   0.69382E+01   0.00000E+00   0.69382E+01   0.70473E+01   0.71032E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.45731E+02   0.66522E+02  -0.75764E+02  -0.34860E+02   0.63295E-02   0.88643E-04   0.10393E-01       0.26      35.30     0.0000  0.00   0.50064E+00  -0.19513E+01     7.0255     7.0556     7.0647     7.0707     7.1023
   2022     10     17   12.00      6936.00   0.68174E+01   0.00000E+00   0.68174E+01   0.68779E+01   0.69305E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.43389E+02   0.39651E+02  -0.42396E+02  -0.31816E+02   0.48323E-02   0.34506E-04   0.39520E-02       0.26      41.74     0.0000  0.00   0.26804E+00   0.55229E+01     6.8638     6.8826     6.8889     6.8938     6.9304
   2022     10     18   12.00      6960.00   0.68384E+01   0.00000E+00   0.68384E+01   0.69003E+01   0.69601E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.30103E+02   0.25873E+02  -0.49500E+02  -0.32793E+02   0.32892E-02   0.10291E-04   0.93995E-03       0.26      51.17     0.0000  0.00   0.11906E+00  -0.12937E+01     6.8834     6.9069     6.9118     6.9162     6.9600
   2022     10     19   12.00      6984.00   0.67109E+01   0.00000E+00   0.67109E+01   0.67892E+01   0.68465E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.37885E+02   0.34942E+02  -0.58391E+02  -0.31334E+02   0.40686E-02   0.24337E-04   0.26540E-02       0.26      45.64     0.0000  0.00   0.17245E+00   0.13820E+01     6.7698     6.7970     6.8030     6.8077     6.8464
   2022     10     20   12.00      7008.00   0.65792E+01   0.00000E+00   0.65792E+01   0.66355E+01   0.66695E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.66503E+02   0.46859E+02  -0.43945E+02  -0.29397E+02   0.65979E-02   0.14163E-03   0.12898E-01       0.27      42.02     0.0000  0.00   0.42281E-01   0.14649E+02     6.6264     6.6386     6.6431     6.6474     6.6691
   2022     10     21   12.00      7032.00   0.66241E+01   0.00000E+00   0.66241E+01   0.66777E+01   0.67224E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.59551E+02   0.35164E+02  -0.43950E+02  -0.31017E+02   0.55820E-02   0.80700E-04   0.82395E-02       0.27      54.46     0.0000  0.00  -0.19766E+00   0.10195E+02     6.6660     6.6816     6.6868     6.6913     6.7223
   2022     10     22   12.00      7056.00   0.65132E+01   0.00000E+00   0.65132E+01   0.66089E+01   0.66754E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.31986E+02   0.27221E+02  -0.65723E+02  -0.33217E+02   0.33388E-02   0.10221E-04   0.89323E-03       0.27      56.90     0.0000  0.00  -0.19050E-01   0.37226E+01     6.5838     6.6200     6.6257     6.6304     6.6754
   2022     10     23   12.00      7080.00   0.62240E+01   0.00000E+00   0.62240E+01   0.63259E+01   0.63887E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.35708E+02   0.34473E+02  -0.65071E+02  -0.28996E+02   0.39877E-02   0.15432E-04   0.17419E-02       0.27      38.91     0.0000  0.00   0.13038E+00   0.46465E+01     6.2992     6.3372     6.3454     6.3496     6.3887
   2022     10     24   12.00      7104.00   0.60149E+01   0.00000E+00   0.60149E+01   0.60710E+01   0.61148E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.57338E+02   0.42106E+02  -0.37772E+02  -0.24059E+02   0.59477E-02   0.49488E-04   0.85353E-02       0.27      26.69     0.0000  0.00   0.47330E+00   0.21746E+01     6.0573     6.0754     6.0818     6.0866     6.1147
   2022     10     25   12.00      7128.00   0.61202E+01   0.00000E+00   0.61202E+01   0.61342E+01   0.61506E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.84508E+02   0.55443E+02  -0.14995E+02  -0.21602E+02   0.98591E-02   0.31665E-03   0.57192E-01       0.27      30.94     0.0000  0.00   0.12606E+01   0.54380E+01     6.1318     6.1346     6.1361     6.1383     6.1505
   2022     10     26   12.00      7152.00   0.61515E+01   0.00000E+00   0.61515E+01   0.62176E+01   0.62497E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.64377E+02   0.60501E+02  -0.50668E+02  -0.27841E+02   0.82182E-02   0.27140E-03   0.38451E-01       0.27      47.96     0.0000  0.00   0.50418E+00  -0.11381E+02     6.2087     6.2211     6.2253     6.2293     6.2474
   2022     10     27   12.00      7176.00   0.56642E+01   0.00000E+00   0.56642E+01   0.58068E+01   0.58586E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.43390E+02   0.80327E+02  -0.11412E+03  -0.38605E+02   0.86157E-02   0.37177E-03   0.42008E-01       0.27      59.88     0.0000  0.00   0.30003E+00  -0.22178E+02     5.7852     5.8164     5.8248     5.8310     5.8527
   2022     10     28   12.00      7200.00   0.46025E+01   0.00000E+00   0.46025E+01   0.48291E+01   0.49317E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.15685E+02   0.73828E+02  -0.15269E+03  -0.46553E+02   0.66420E-02   0.84834E-04   0.12740E-01       0.27      60.21     0.0000  0.00   0.59001E+00  -0.33929E+01     4.7818     4.8474     4.8662     4.8795     4.9288
   2022     10     29   12.00      7224.00   0.34762E+01   0.00000E+00   0.34762E+01   0.37317E+01   0.39011E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.10519E+02   0.62032E+02  -0.14812E+03  -0.48749E+02   0.53148E-02   0.13565E-04   0.46301E-02       0.28      53.55     0.0000  0.00   0.34373E+00  -0.40010E+01     3.6675     3.7506     3.7826     3.8091     3.9009
   2022     10     30   12.00      7248.00   0.21749E+01   0.00000E+00   0.21749E+01   0.27847E+01   0.49060E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.13817E+02   0.34184E+02  -0.11622E+03  -0.12585E+02   0.35963E-02   0.28796E-05   0.15917E-02       0.28      57.89     0.0000  0.00   0.54793E-01  -0.37053E+01     2.3177     2.8437     3.1058     3.6373     4.9060
   2022     10     31   12.00      7272.00   0.85441E-01   0.00000E+00   0.45300E+00   0.22636E+01   0.48969E+01   0.00000E+00  -0.36756E+00   0.35177E+01  -0.26161E+02   0.31666E+02  -0.92104E+02  -0.51177E+02   0.40855E-02   0.27394E-05   0.75513E-02       0.31      59.40     0.0000  0.00   0.25736E+00   0.28046E+00     0.8694     2.4441     3.5334     4.1354     4.8969
   2022     11      1   12.00      7296.00   0.13825E+01   0.00000E+00   0.13825E+01   0.15983E+01   0.16762E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.40163E+02   0.79984E+02  -0.11754E+03  -0.64496E+02   0.12817E-01   0.61480E-03   0.16655E+00       0.28      46.40     0.0000  0.00   0.21371E+01   0.64830E+01     1.5745     1.6102     1.6205     1.6289     1.6638
   2022     11      2   12.00      7320.00   0.75045E+00   0.00000E+00   0.75045E+00   0.94541E+00   0.10279E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.43535E+02   0.75026E+02  -0.99295E+02  -0.47079E+02   0.13872E-01   0.69847E-03   0.22471E+00       0.28      34.27     0.0000  0.00   0.21617E+01  -0.25070E+02     0.9189     0.9580     0.9690     0.9772     1.0163
   2022     11      3   12.00      7344.00  -0.13500E+00   0.00000E+00   0.15742E+00   0.28818E+00   0.39854E+00   0.00000E+00  -0.29242E+00   0.35177E+01  -0.74725E+02   0.88403E+02  -0.84490E+02  -0.45762E+02   0.13062E-01   0.47081E-03   0.14384E+00       0.34      35.36     0.0000  0.00   0.94196E+00  -0.34483E+02     0.2554     0.2974     0.3142     0.3294     0.3955
   2022     11      4   12.00      7368.00  -0.35028E+00   0.00000E+00  -0.30449E-02   0.38984E-01   0.16985E+00   0.00000E+00  -0.34724E+00   0.35177E+01  -0.87518E+02   0.66070E+02  -0.57457E+02  -0.40022E+02   0.97499E-02   0.10127E-03   0.32272E-01       0.38      43.70     0.0000  0.00   0.35308E+00  -0.14300E+02     0.0241     0.0415     0.0491     0.0618     0.1698
   2022     11      5   12.00      7392.00  -0.20805E+00   0.00000E+00  -0.72284E-02   0.42334E-01   0.21699E+00   0.00000E+00  -0.20082E+00   0.35177E+01  -0.74875E+02   0.50793E+02  -0.54335E+02  -0.36549E+02   0.84683E-02   0.11914E-03   0.22355E-01       0.34      41.86     0.0000  0.00   0.38493E+00  -0.13950E+02     0.0284     0.0447     0.0519     0.0649     0.2167
   2022     11      6   12.00      7416.00  -0.34615E+00   0.00000E+00  -0.24985E-02   0.30013E-01   0.14000E+00   0.00000E+00  -0.34365E+00   0.35177E+01  -0.83904E+02   0.76251E+02  -0.60446E+02  -0.31421E+02   0.95298E-02   0.69276E-04   0.27809E-01       0.40      31.47     0.0000  0.00   0.63326E+00  -0.73428E+00     0.0179     0.0319     0.0383     0.0485     0.1400
   2022     11      7   12.00      7440.00   0.27673E+00   0.00000E+00   0.30760E+00   0.21791E+00   0.33906E+00   0.00000E+00  -0.30864E-01   0.35177E+01  -0.10869E+03   0.46458E+02   0.26309E+02  -0.23025E+02   0.12230E-01   0.68468E-03   0.13424E+00       0.32      19.99     0.0000  0.00   0.10941E+01   0.37055E+02     0.2214     0.2134     0.2128     0.2146     0.2283
   2022     11      8   12.00      7464.00   0.15741E+01   0.00000E+00   0.15741E+01   0.13793E+01   0.16287E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.13402E+03   0.11073E+02   0.10686E+03  -0.64325E+01   0.11123E-01   0.79854E-03   0.11574E+00       0.29      15.75     0.0000  0.00   0.33482E+00   0.42925E+02     1.3959     1.3680     1.3628     1.3610     1.3634
   2022     11      9   12.00      7488.00   0.24988E+01   0.00000E+00   0.24988E+01   0.25551E+01   0.26806E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.74711E+02   0.82650E+01   0.37841E+02  -0.25812E+01   0.47791E-02   0.11048E-03   0.95283E-02       0.29      15.11     0.0000  0.00  -0.43117E-01   0.10611E+02     2.5635     2.5538     2.5503     2.5522     2.5837
   2022     11     10   12.00      7512.00   0.39717E+00   0.00000E+00   0.47240E+00   0.23784E+01   0.33622E+01   0.00000E+00  -0.75238E-01   0.35177E+01  -0.40202E+02   0.12343E+02  -0.10717E+02  -0.25106E+01   0.25515E-02   0.12079E-13   0.11609E-02       0.32      17.21     0.0000  0.00  -0.73267E-01   0.25192E+01     1.7479     2.6642     2.7701     2.9164     3.3622
   2022     11     11   12.00      7536.00   0.65862E+00   0.00000E+00   0.78114E+00   0.19866E+01   0.37232E+01   0.00000E+00  -0.12252E+00   0.35177E+01  -0.51563E+02   0.21152E+02  -0.19153E+02  -0.19438E+02   0.40573E-02   0.61034E-04   0.14811E-01       0.32      21.97     0.0000  0.00   0.24160E+00  -0.53487E+01     1.5172     1.8302     2.4831     3.0164     3.7231
   2022     11     12   12.00      7560.00   0.18349E+01   0.00000E+00   0.18349E+01   0.18870E+01   0.19153E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.10787E+03   0.63249E+02  -0.27438E+02  -0.28560E+02   0.14035E-01   0.91433E-03   0.26609E+00       0.29      24.41     0.0000  0.00   0.13025E+01  -0.57705E+02     1.8805     1.8889     1.8937     1.8967     1.9118
   2022     11     13   12.00      7584.00   0.14660E+01   0.00000E+00   0.14660E+01   0.15958E+01   0.16375E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.11316E+03   0.77481E+02  -0.69592E+02  -0.27214E+02   0.13865E-01   0.10423E-02   0.28313E+00       0.29      21.41     0.0000  0.00   0.73527E+00  -0.65518E+02     1.5801     1.6043     1.6105     1.6139     1.6271
   2022     11     14   12.00      7608.00   0.87363E+00   0.00000E+00   0.87363E+00   0.99505E+00   0.10316E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.12860E+03   0.75091E+02  -0.77317E+02  -0.28278E+02   0.96439E-02   0.53924E-03   0.60587E-01       0.29      17.09     0.0000  0.00   0.22235E+00  -0.31550E+02     0.9819     1.0019     1.0071     1.0111     1.0239
   2022     11     15   12.00      7632.00   0.27365E+00   0.00000E+00   0.27365E+00   0.39874E+00   0.10891E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.11340E+03   0.59189E+02  -0.71090E+02  -0.20974E+02   0.64232E-02   0.45940E-04   0.10789E-01       0.29      16.12     0.0000  0.00   0.35327E+00  -0.94158E+01     0.3625     0.3962     0.4125     0.5269     1.0887
   2022     11     16   12.00      7656.00   0.10696E+00   0.00000E+00   0.10696E+00   0.13690E+00   0.17192E+00   0.00000E+00   0.00000E+00   0.35177E+01  -0.12735E+03   0.60844E+02  -0.20736E+02  -0.29923E+02   0.88158E-02   0.21131E-03   0.33312E-01       0.30      16.73     0.0000  0.00   0.10231E+01   0.17651E+01     0.1302     0.1386     0.1420     0.1461     0.1711
   2022     11     17   12.00      7680.00   0.59806E+00   0.00000E+00   0.59806E+00   0.52898E+00   0.60757E+00   0.00000E+00   0.00000E+00   0.35177E+01  -0.91901E+02   0.19715E+02   0.40112E+02  -0.16799E+02   0.77204E-02   0.19349E-03   0.22456E-01       0.30      16.88     0.0000  0.00   0.72886E+00   0.92730E+01     0.5379     0.5237     0.5211     0.5211     0.5321
   2022     11     18   12.00      7704.00   0.14434E+01   0.00000E+00   0.14434E+01   0.13574E+01   0.14517E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.52974E+02  -0.25766E+01   0.46226E+02  -0.91653E+01   0.51325E-02   0.41002E-04   0.50367E-02       0.30      16.78     0.0000  0.00   0.29064E+00   0.63110E+01     1.3747     1.3496     1.3436     1.3418     1.3553
   2022     11     19   12.00      7728.00   0.17722E+01   0.00000E+00   0.17722E+01   0.17822E+01   0.21307E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.32203E+02   0.65880E+01  -0.51570E+01  -0.44449E+01   0.37006E-02   0.47742E-06   0.10312E-02       0.30      17.06     0.0000  0.00   0.18615E+00   0.89006E-01     1.7734     1.7753     1.7817     1.8343     2.1266
   2022     11     20   12.00      7752.00   0.14462E+01   0.00000E+00   0.14462E+01   0.16526E+01   0.28953E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.27490E+02   0.17915E+02  -0.37127E+02  -0.32273E+01   0.37068E-02   0.16896E-23   0.10135E-02       0.30      16.98     0.0000  0.00   0.17860E+00  -0.12315E+01     1.4910     1.5411     1.8117     2.1768     2.8953
   2022     11     21   12.00      7776.00   0.11095E+01   0.00000E+00   0.11095E+01   0.13959E+01   0.32655E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.37746E+02   0.26502E+02  -0.30594E+02  -0.14144E+02   0.49933E-02   0.68661E-05   0.58175E-02       0.30      16.12     0.0000  0.00   0.14529E+00  -0.79631E+01     1.1483     1.1902     1.6276     2.3238     3.2655
   2022     11     22   12.00      7800.00   0.13171E+01   0.00000E+00   0.13171E+01   0.13480E+01   0.13720E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.63772E+02   0.43877E+02  -0.23631E+02  -0.27682E+02   0.79439E-02   0.27499E-03   0.26853E-01       0.30      15.77     0.0000  0.00  -0.13398E+00  -0.21668E+02     1.3428     1.3496     1.3522     1.3551     1.3715
   2022     11     23   12.00      7824.00   0.12563E+01   0.00000E+00   0.12563E+01   0.12879E+01   0.13086E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.70988E+02   0.43590E+02  -0.23899E+02  -0.20152E+02   0.73200E-02   0.20206E-03   0.19374E-01       0.30      16.28     0.0000  0.00   0.18661E-01  -0.17976E+02     1.2826     1.2896     1.2922     1.2948     1.3081
   2022     11     24   12.00      7848.00   0.33180E+00   0.00000E+00   0.46672E+00   0.11836E+01   0.18787E+01   0.00000E+00  -0.13492E+00   0.35177E+01  -0.31647E+02   0.13457E+02  -0.28242E+02  -0.59712E+01   0.27425E-02   0.14351E-04   0.25992E-02       0.35      16.25     0.0000  0.00   0.59374E-01  -0.16539E+01     1.0008     1.2539     1.2928     1.4323     1.8787
   2022     11     25   12.00      7872.00   0.59454E+00   0.00000E+00   0.59454E+00   0.85535E+00   0.27490E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.48653E+02   0.20068E+02  -0.25364E+02  -0.38812E+01   0.44379E-02   0.72870E-20   0.30353E-02       0.30      17.96     0.0000  0.00   0.13087E+00   0.56086E+01     0.6266     0.6697     1.0038     1.8376     2.7490
   2022     11     26   12.00      7896.00  -0.34342E+00   0.00000E+00   0.13162E+00   0.63584E+00   0.33442E+01   0.00000E+00  -0.47504E+00   0.35177E+01  -0.27745E+02   0.23064E+02  -0.65071E+02  -0.31441E+01   0.33263E-02   0.16602E-18   0.19239E-02       0.36      18.62     0.0000  0.00   0.51841E-01  -0.10384E+01     0.2340     0.5027     0.7306     2.1798     3.3442
   2022     11     27   12.00      7920.00  -0.13576E+01   0.00000E+00  -0.68463E-08   0.45248E+00   0.37268E+01   0.00000E+00  -0.13576E+01   0.35177E+01  -0.36578E+02   0.54900E+02  -0.88099E+02  -0.26323E+01   0.63015E-02   0.11176E-22   0.51745E-02       0.40      15.97     0.0000  0.00   0.71752E-01  -0.42674E+01     0.0150     0.0434     0.7552     2.4288     3.7268
   2022     11     28   12.00      7944.00  -0.28801E+01   0.00000E+00  -0.69358E-08   0.40431E+00   0.40173E+01   0.00000E+00  -0.28801E+01   0.35177E+01  -0.30407E+02   0.75526E+02  -0.11490E+03  -0.28385E+01   0.99559E-02   0.52181E-20   0.14472E-01       0.40      14.97     0.0000  0.00   0.30778E+00  -0.33398E+01     0.0129     0.0292     0.4698     2.6526     4.0173
   2022     11     29   12.00      7968.00  -0.39392E+01   0.00000E+00  -0.70554E-08   0.40355E+00   0.41524E+01   0.00000E+00  -0.39392E+01   0.35177E+01  -0.41518E+02   0.81755E+02  -0.11001E+03  -0.48367E+01   0.10611E-01   0.25386E-20   0.84632E-02       0.40      16.54     0.0000  0.00   0.19699E+00  -0.15631E+01     0.0090     0.0182     0.3837     2.8748     4.1524
   2022     11     30   12.00      7992.00  -0.18726E+01   0.00000E+00  -0.71166E-08   0.46483E+00   0.41582E+01   0.00000E+00  -0.18726E+01   0.35177E+01  -0.72171E+02   0.56951E+02  -0.54558E+02  -0.60865E+01   0.10326E-01   0.20683E-22   0.16755E-02       0.40      15.11     0.0000  0.00   0.37918E-01  -0.11194E+00     0.0204     0.0389     0.5293     3.0673     4.1582
   2022     12      1   12.00      8016.00   0.12229E+00   0.00000E+00  -0.66247E-08   0.53967E+00   0.41362E+01   0.00000E+00   0.12229E+00   0.35177E+01  -0.11754E+03   0.31191E+02   0.16569E+02  -0.55162E+01   0.92866E-02   0.39153E-30   0.73458E-03       0.40       9.72     0.0000  0.00   0.17970E-01  -0.69702E-01     0.0612     0.1110     0.6694     3.1368     4.1362
   2022     12      2   12.00      8040.00   0.18282E+00   0.00000E+00  -0.68528E-08   0.53721E+00   0.41332E+01   0.00000E+00   0.18282E+00   0.35177E+01  -0.10424E+03   0.16769E+02   0.17695E+02  -0.51851E+01   0.60832E-02   0.13412E-27   0.12010E-02       0.40       7.48     0.0000  0.00   0.53810E-01   0.10093E+01     0.0070     0.1310     0.7479     3.1267     4.1332
   2022     12      3   12.00      8064.00   0.65173E+00   0.00000E+00  -0.67538E-08   0.47932E+00   0.41303E+01   0.00000E+00   0.65173E+00   0.35177E+01  -0.17428E+03   0.11680E+02   0.92827E+02  -0.50984E+01   0.96426E-02   0.58827E-11   0.20524E-01       0.40       7.11     0.0000  0.00   0.45093E-01   0.88332E+01     0.0185     0.0535     0.5948     3.0565     4.1303
   2022     12      4   12.00      8088.00   0.15287E+01   0.00000E+00   0.15250E+01   0.12663E+01   0.16665E+01   0.00000E+00   0.37902E-02   0.35177E+01  -0.16476E+03   0.84218E+01   0.13771E+03  -0.39598E+02   0.12089E-01   0.83162E-03   0.15333E+00       0.31       4.96     0.0000  0.00   0.51039E+00   0.49967E+02     1.2833     1.2483     1.2423     1.2755     1.3358
   2022     12      5   12.00      8112.00   0.28531E+01   0.00000E+00   0.28531E+01   0.26503E+01   0.28891E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.14220E+03   0.26135E+02   0.84129E+02  -0.20912E+01   0.12230E-01   0.83965E-03   0.15491E+00       0.31       4.53     0.0000  0.00   0.51183E+00   0.51771E+02     2.6647     2.6403     2.6336     2.6319     2.6332
   2022     12      6   12.00      8136.00   0.32358E+01   0.00000E+00   0.32358E+01   0.32238E+01   0.32600E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.97156E+02   0.37404E+02   0.70441E+01  -0.50473E+01   0.88947E-02   0.43418E-03   0.50166E-01       0.31       8.93     0.0000  0.00   0.28342E+00   0.28014E+02     3.2250     3.2230     3.2226     3.2227     3.2255
   2022     12      7   12.00      8160.00   0.27942E+01   0.00000E+00   0.27942E+01   0.29187E+01   0.31171E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.43823E+02   0.35047E+02  -0.67180E+02  -0.96966E+01   0.50904E-02   0.32447E-04   0.51465E-02       0.31      13.01     0.0000  0.00   0.22958E+00   0.79284E+01     2.8802     2.9220     2.9448     2.9959     3.1168
   2022     12      8   12.00      8184.00   0.25089E+00   0.00000E+00   0.71007E+00   0.22298E+01   0.36620E+01   0.00000E+00  -0.45918E+00   0.35177E+01  -0.91857E+01   0.10581E+02  -0.78162E+02  -0.24745E+01   0.14392E-02   0.12011E-15   0.20506E-03       0.36      12.29     0.0000  0.00   0.36510E-01   0.35671E+00     1.6275     2.3772     2.6226     3.0451     3.6620
   2022     12      9   12.00      8208.00  -0.55346E+00   0.00000E+00  -0.69958E-08   0.18563E+01   0.39828E+01   0.00000E+00  -0.55346E+00   0.35177E+01  -0.28997E+02   0.18323E+02  -0.62390E+02  -0.21223E+01   0.28742E-02   0.48837E-31   0.18490E-02       0.40       8.94     0.0000  0.00  -0.51028E-01   0.17388E+01     0.4298     2.3618     2.6765     3.2285     3.9828
   2022     12     10   12.00      8232.00   0.14079E+01   0.00000E+00   0.14060E+01   0.15518E+01   0.24500E+01   0.00000E+00   0.18885E-02   0.35177E+01  -0.90269E+02   0.32814E+02   0.25048E+02  -0.30940E+02   0.84667E-02   0.27206E-03   0.35574E-01       0.32       6.05     0.0000  0.00  -0.85661E-01   0.24193E+02     1.3839     1.5087     1.6883     1.9976     2.4034
   2022     12     11   12.00      8256.00   0.18069E+01   0.00000E+00   0.18069E+01   0.20612E+01   0.23166E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.57457E+02   0.13879E+02   0.16371E+02  -0.10541E+02   0.46450E-02   0.10746E-03   0.13732E-01       0.31       4.71     0.0000  0.00   0.13528E+00   0.18157E+01     2.0489     2.0673     2.0725     2.1027     2.2725
   2022     12     12   12.00      8280.00   0.20885E+01   0.00000E+00   0.20885E+01   0.21369E+01   0.21694E+01   0.00000E+00   0.00000E+00   0.35177E+01  -0.69173E+02   0.45802E+02  -0.31283E+02  -0.14292E+02   0.73685E-02   0.16016E-03   0.20071E-01       0.31       7.58     0.0000  0.00   0.53959E+00  -0.80739E+01     2.1275     2.1402     2.1445     2.1479     2.1612
   2022     12     13   12.00      8304.00   0.10595E+01   0.00000E+00   0.11071E+01   0.13291E+01   0.15685E+01   0.00000E+00  -0.47533E-01   0.35177E+01  -0.23786E+02   0.62915E+02  -0.12750E+03  -0.25413E+02   0.73215E-02   0.88542E-04   0.17150E-01       0.32      13.16     0.0000  0.00   0.59081E+00  -0.49757E+01     1.2803     1.3433     1.3662     1.3982     1.5659
   2022     12     14   12.00      8328.00  -0.17406E+01   0.00000E+00  -0.63204E-03   0.70538E-01   0.77710E+00   0.00000E+00  -0.17400E+01   0.35177E+01   0.61259E+01   0.77688E+02  -0.18893E+03  -0.19533E+02   0.83114E-02   0.14808E-04   0.17131E-01       0.40      16.69     0.0000  0.00   0.24895E+00  -0.10057E+02     0.0341     0.0664     0.0849     0.1824     0.7771
