   2022     10      6   12.00      6672.00   0.71083E+01   0.00000E+00   0.71083E+01   0.72323E+01   0.73000E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.17034E+02   0.22637E+02  -0.92287E+02  -0.40423E+02   0.48892E-02   0.28744E-04   0.32893E-02       0.25      82.13     0.0000  0.00   0.30594E+00   0.19435E+01     7.2060     7.2440     7.2520     7.2567     7.2998
   2022     10      7   12.00      6696.00   0.67294E+01   0.00000E+00   0.67294E+01   0.68577E+01   0.69204E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.18788E+02   0.17212E+02  -0.85983E+02  -0.32914E+02   0.45971E-02   0.30414E-04   0.31552E-02       0.25      55.20     0.0000  0.00   0.92068E-01   0.67854E+01     6.8308     6.8691     6.8787     6.8833     6.9200
   2022     10      8   12.00      6720.00   0.63046E+01   0.00000E+00   0.63046E+01   0.64109E+01   0.64763E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.12907E+02   0.14476E+02  -0.79953E+02  -0.33235E+02   0.23301E-02   0.10338E-04   0.67019E-03       0.25      53.01     0.0000  0.00   0.76747E-03   0.11110E+01     6.3902     6.4199     6.4262     6.4314     6.4762
   2022     10      9   12.00      6744.00   0.57699E+01   0.00000E+00   0.57699E+01   0.59322E+01   0.60228E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.25334E+02   0.23961E+02  -0.11469E+03  -0.43862E+02   0.37894E-02   0.12925E-04   0.11832E-02       0.25      74.58     0.0000  0.00   0.15660E+00  -0.21006E+01     5.8918     5.9507     5.9594     5.9660     6.0228
   2022     10     10   12.00      6768.00   0.51432E+01   0.00000E+00   0.51432E+01   0.53306E+01   0.54428E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.28507E+02   0.27453E+02  -0.12659E+03  -0.51110E+02   0.36552E-02   0.10913E-04   0.10801E-02       0.25      88.44     0.0000  0.00   0.14054E+00  -0.20760E+01     5.2821     5.3523     5.3635     5.3716     5.4428
   2022     10     11   12.00      6792.00   0.47534E+01   0.00000E+00   0.47534E+01   0.48935E+01   0.50100E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.18351E+02   0.17843E+02  -0.96049E+02  -0.49466E+02   0.20638E-02   0.45496E-05   0.32325E-03       0.25      88.49     0.0000  0.00   0.18108E-01  -0.21297E+00     4.8604     4.9068     4.9172     4.9259     5.0100
   2022     10     12   12.00      6816.00   0.46115E+01   0.00000E+00   0.46115E+01   0.47316E+01   0.48477E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.19693E+02   0.17249E+02  -0.80374E+02  -0.45163E+02   0.34645E-02   0.72633E-05   0.10620E-02       0.26      83.09     0.0000  0.00   0.57213E-01   0.40409E+01     4.6934     4.7444     4.7604     4.7687     4.8477
   2022     10     13   12.00      6840.00   0.44856E+01   0.00000E+00   0.44856E+01   0.46240E+01   0.47456E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.22357E+02   0.20260E+02  -0.94239E+02  -0.46269E+02   0.40238E-02   0.95915E-05   0.19786E-02       0.26      87.13     0.0000  0.00   0.20456E+00  -0.69740E+00     4.5830     4.6380     4.6548     4.6655     4.7456
   2022     10     14   12.00      6864.00   0.38091E+01   0.00000E+00   0.38091E+01   0.40156E+01   0.41043E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.42303E+02   0.43180E+02  -0.15284E+03  -0.51787E+02   0.75299E-02   0.13414E-03   0.18838E-01       0.26      79.67     0.0000  0.00   0.68707E+00  -0.71785E+01     3.9794     4.0301     4.0452     4.0566     4.0990
   2022     10     15   12.00      6888.00   0.26729E+01   0.00000E+00   0.26729E+01   0.28967E+01   0.29695E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.44557E+02   0.50655E+02  -0.15185E+03  -0.48919E+02   0.89270E-02   0.26009E-03   0.35094E-01       0.26      53.53     0.0000  0.00   0.92496E+00  -0.11197E+02     2.8661     2.9109     2.9229     2.9320     2.9611
   2022     10     16   12.00      6912.00   0.18956E+01   0.00000E+00   0.18956E+01   0.20336E+01   0.28200E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.26850E+02   0.28546E+02  -0.86399E+02  -0.22990E+02   0.65213E-02   0.58584E-04   0.11849E-01       0.26      35.30     0.0000  0.00   0.54073E+00  -0.20818E+01     1.9955     2.0354     2.0529     2.1359     2.8192
   2022     10     17   12.00      6936.00   0.17350E+01   0.00000E+00   0.17350E+01   0.18160E+01   0.28862E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.14220E+02   0.90246E+01  -0.45256E+02  -0.28091E+02   0.50594E-02   0.68095E-05   0.47675E-02       0.26      41.74     0.0000  0.00   0.30137E+00   0.61472E+01     1.7830     1.8057     1.8188     1.9687     2.8862
   2022     10     18   12.00      6960.00   0.16501E+01   0.00000E+00   0.16501E+01   0.18661E+01   0.49626E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.83064E+01   0.54624E+01  -0.42882E+02  -0.73242E+01   0.35850E-02   0.11700E-18   0.12553E-02       0.26      51.17     0.0000  0.00   0.14456E+00  -0.15269E+01     1.6903     1.7367     1.8856     2.8577     4.9626
   2022     10     19   12.00      6984.00   0.14135E+01   0.00000E+00   0.14135E+01   0.17671E+01   0.60412E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.90097E+01   0.91428E+01  -0.54403E+02  -0.13265E+02   0.43206E-02   0.22426E-08   0.32982E-02       0.26      45.64     0.0000  0.00   0.20196E+00   0.14836E+01     1.4732     1.5483     1.7219     3.5865     6.0393
   2022     10     20   12.00      7008.00   0.15090E+01   0.00000E+00   0.15090E+01   0.16219E+01   0.22998E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.80484E+01   0.70654E+01  -0.54699E+02  -0.67309E+02   0.68109E-02   0.94909E-04   0.14772E-01       0.27      42.02     0.0000  0.00   0.51347E-01   0.15852E+02     1.5812     1.6043     1.6193     1.8500     2.2998
   2022     10     21   12.00      7032.00   0.15498E+01   0.00000E+00   0.15498E+01   0.16179E+01   0.20726E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.46229E+01   0.58628E+00  -0.49512E+02  -0.30073E+02   0.58395E-02   0.78708E-04   0.92696E-02       0.27      54.46     0.0000  0.00  -0.21876E+00   0.11190E+02     1.5973     1.6156     1.6253     1.6863     2.0725
   2022     10     22   12.00      7056.00   0.12836E+01   0.00000E+00   0.12836E+01   0.15651E+01   0.44510E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.69361E+01   0.66938E+01  -0.59398E+02  -0.81495E+01   0.36166E-02   0.69433E-15   0.12808E-02       0.27      56.90     0.0000  0.00  -0.20022E-01   0.45674E+01     1.3464     1.4037     1.6799     2.5520     4.4510
   2022     10     23   12.00      7080.00   0.78172E+00   0.00000E+00   0.78172E+00   0.12939E+01   0.54627E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.10372E+02   0.86583E+01  -0.59722E+02  -0.59453E+01   0.42237E-02   0.18810E-22   0.22488E-02       0.27      38.91     0.0000  0.00   0.15577E+00   0.54125E+01     0.8558     0.9045     1.5872     3.2867     5.4627
   2022     10     24   12.00      7104.00   0.54334E+00   0.00000E+00   0.54334E+00   0.10211E+01   0.56837E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.74239E+01   0.46415E+01  -0.39378E+02  -0.15926E+02   0.61666E-02   0.54154E-08   0.98557E-02       0.27      26.69     0.0000  0.00   0.53256E+00   0.23520E+01     0.5917     0.6223     1.0593     3.5649     5.6836
   2022     10     25   12.00      7128.00   0.97721E+00   0.00000E+00   0.97721E+00   0.10393E+01   0.14698E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.88439E+01   0.57747E+01  -0.34461E+02  -0.65972E+02   0.10113E-01   0.34662E-03   0.60544E-01       0.27      30.94     0.0000  0.00   0.13308E+01   0.56208E+01     1.0170     1.0302     1.0388     1.1685     1.4690
   2022     10     26   12.00      7152.00   0.92278E+00   0.00000E+00   0.92278E+00   0.10169E+01   0.10838E+01   0.00000E+00   0.00000E+00   0.84257E+02   0.18174E+02   0.15762E+02  -0.63861E+02  -0.43195E+02   0.84408E-02   0.29110E-03   0.40931E-01       0.27      47.96     0.0000  0.00   0.53585E+00  -0.12048E+02     1.0031     1.0216     1.0286     1.0368     1.0811
   2022     10     27   12.00      7176.00   0.11592E+00   0.00000E+00   0.34768E+00   0.49864E+00   0.71686E+00   0.00000E+00  -0.23176E+00   0.84257E+02   0.40985E+02   0.35730E+02  -0.12812E+03  -0.40030E+02   0.90034E-02   0.33167E-03   0.44233E-01       0.32      59.88     0.0000  0.00   0.27241E+00  -0.22660E+02     0.4666     0.5061     0.5207     0.5565     0.7128
   2022     10     28   12.00      7200.00  -0.15219E+01   0.00000E+00  -0.23395E-03   0.67190E-01   0.21713E+01   0.00000E+00  -0.15217E+01   0.84257E+02   0.61277E+02   0.44609E+02  -0.17282E+03  -0.14438E+02   0.78198E-02   0.85129E-06   0.13180E-01       0.40      60.21     0.0000  0.00   0.45541E+00  -0.23885E+01     0.0218     0.0430     0.0566     0.3332     2.1713
   2022     10     29   12.00      7224.00  -0.32557E+01   0.00000E+00  -0.58297E-08   0.16704E+00   0.36660E+01   0.00000E+00  -0.32557E+01   0.84257E+02   0.51021E+02   0.36623E+02  -0.15623E+03  -0.68152E+01   0.66914E-02   0.78414E-20   0.35300E-02       0.40      53.55     0.0000  0.00   0.19080E+00  -0.18207E+01     0.0158     0.0311     0.1071     1.2702     3.6660
   2022     10     30   12.00      7248.00  -0.41195E+01   0.00000E+00  -0.59819E-08   0.30443E+00   0.42725E+01   0.00000E+00  -0.41195E+01   0.84257E+02   0.32665E+02   0.19083E+02  -0.12034E+03  -0.13742E+02   0.50183E-02   0.32514E-22   0.82608E-03       0.40      57.89     0.0000  0.00   0.28695E-01  -0.11460E+01     0.0201     0.0751     0.2850     2.0802     4.2725
   2022     10     31   12.00      7272.00  -0.47940E+01   0.00000E+00  -0.71409E-08   0.54281E+00   0.42880E+01   0.00000E+00  -0.47940E+01   0.84257E+02   0.25669E+02   0.18073E+02  -0.11233E+03  -0.18201E+02   0.54410E-02   0.63380E-31   0.55055E-04       0.40      59.40     0.0000  0.00  -0.26043E-02  -0.75188E-01     0.1530     0.2494     0.5599     2.8422     4.2880
   2022     11      1   12.00      7296.00  -0.65067E+01   0.00000E+00  -0.10415E-07   0.79146E+00   0.42368E+01   0.00000E+00  -0.65067E+01   0.84257E+02   0.38757E+02   0.31577E+02  -0.13892E+03  -0.15868E+02   0.14474E-01   0.43521E-35   0.96144E-17       0.40      46.40     0.0000  0.00  -0.15578E-14  -0.10789E-12     0.3722     0.4183     0.8196     3.3501     4.2368
   2022     11      2   12.00      7320.00  -0.70080E+01   0.00000E+00  -0.14120E-07   0.97943E+00   0.41886E+01   0.00000E+00  -0.70080E+01   0.84257E+02   0.39610E+02   0.27408E+02  -0.13561E+03  -0.13461E+02   0.15675E-01   0.10337E-50   0.14918E-33       0.40      34.27     0.0000  0.00  -0.15817E-31  -0.15131E-29     0.5033     0.5617     1.0654     3.6431     4.1886
   2022     11      3   12.00      7344.00  -0.72767E+01   0.00000E+00  -0.18753E-07   0.11312E+01   0.41858E+01   0.00000E+00  -0.72767E+01   0.84257E+02   0.20675E+02   0.29576E+02  -0.11884E+03  -0.13094E+02   0.14539E-01   0.38861E-67   0.55825E-50       0.40      35.36     0.0000  0.00  -0.49575E-48  -0.54480E-46     0.5966     0.6835     1.3090     3.8259     4.1858
   2022     11      4   12.00      7368.00  -0.64642E+01   0.00000E+00  -0.22072E-07   0.13014E+01   0.42022E+01   0.00000E+00  -0.64642E+01   0.84257E+02   0.78243E+01   0.11346E+02  -0.87758E+02  -0.14932E+02   0.10700E-01   0.28461E-82   0.26725E-66       0.40      43.70     0.0000  0.00  -0.23656E-64  -0.26089E-62     0.7093     0.8192     1.5853     4.0110     4.2022
   2022     11      5   12.00      7392.00  -0.61961E+01   0.00000E+00  -0.24587E-07   0.14691E+01   0.42000E+01   0.00000E+00  -0.61961E+01   0.84257E+02   0.89355E+01   0.63423E+01  -0.83866E+02  -0.14777E+02   0.96670E-02   0.38479E-97   0.14162E-82       0.40      41.86     0.0000  0.00  -0.12090E-80  -0.13726E-78     0.8145     0.9567     1.9231     4.1009     4.2000
   2022     11      6   12.00      7416.00  -0.66459E+01   0.00000E+00  -0.28311E-07   0.16124E+01   0.41772E+01   0.00000E+00  -0.66459E+01   0.84257E+02   0.79224E+01   0.21492E+02  -0.98002E+02  -0.12304E+02   0.10362E-01   0.46685-112   0.90693E-99       0.40      31.47     0.0000  0.00  -0.75840E-97  -0.87641E-95     0.8887     1.0789     2.2884     4.0939     4.1772
   2022     11      7   12.00      7440.00  -0.46314E+01   0.00000E+00  -0.32157E-07   0.16908E+01   0.41170E+01   0.00000E+00  -0.27047E+01   0.13138E+02  -0.13035E+01   0.21233E+01  -0.69408E+02  -0.72670E+01   0.14006E-01   0.53461-129   0.63739-115       0.76      19.99     0.0000  0.00  -0.52396-113  -0.61403-111     0.8927     1.1653     2.5378     4.0301     4.1170
   2022     11      8   12.00      7464.00  -0.31076E+00   0.00000E+00  -0.31625E-07   0.17024E+01   0.41093E+01   0.00000E+00  -0.12908E+00  -0.31190E+00   0.17449E+01  -0.92543E+01  -0.61079E+02  -0.52456E+01   0.13078E-01   0.34885-149   0.54336-131       0.85      15.75     0.0000  0.00  -0.44286-129  -0.52313-127     0.8364     1.2188     2.5970     4.0085     4.1093
   2022     11      9   12.00      7488.00  -0.12349E+00   0.00000E+00  -0.28368E-07   0.17057E+01   0.41057E+01   0.00000E+00   0.60593E-04  -0.12349E+00  -0.11063E+02  -0.51914E+01  -0.52333E+02  -0.50594E+01   0.67992E-02   0.00000E+00   0.53288-147       0.85      15.11     0.0000  0.00  -0.43446-145  -0.51332-143     0.7867     1.2699     2.6092     4.0089     4.1057
   2022     11     10   12.00      7512.00  -0.27894E+01   0.00000E+00  -0.25487E-07   0.17131E+01   0.41097E+01   0.00000E+00   0.53715E-04  -0.27894E+01  -0.21948E+02   0.26805E+01  -0.49320E+02  -0.49801E+01   0.48680E-02   0.00000E+00   0.54308-163       0.85      17.21     0.0000  0.00  -0.44257-161  -0.52295-159     0.7514     1.3212     2.6289     4.0073     4.1097
   2022     11     11   12.00      7536.00  -0.51609E+01   0.00000E+00  -0.24001E-07   0.17256E+01   0.41067E+01   0.00000E+00  -0.60155E-01  -0.51591E+01  -0.19590E+02   0.45667E+01  -0.53565E+02  -0.49656E+01   0.53475E-02   0.00000E+00   0.54169-179       0.85      21.97     0.0000  0.00  -0.44133-177  -0.52151-175     0.7281     1.3722     2.6523     4.0149     4.1067
   2022     11     12   12.00      7560.00  -0.50500E+01   0.00000E+00  -0.23222E-07   0.17409E+01   0.41061E+01   0.00000E+00  -0.49252E+00  -0.50500E+01  -0.44279E+02   0.10503E+02  -0.34812E+02  -0.49189E+01   0.16071E-01   0.00000E+00   0.52447-195       0.85      24.41     0.0000  0.00  -0.42728-193  -0.50490-191     0.7116     1.4214     2.6845     4.0159     4.1061
   2022     11     13   12.00      7584.00  -0.68895E+01   0.00000E+00  -0.22949E-07   0.17578E+01   0.41051E+01   0.00000E+00  -0.75158E+00  -0.68895E+01  -0.83350E+02   0.22940E+02  -0.81789E+01  -0.48022E+01   0.16244E-01   0.00000E+00   0.50080-211       0.85      21.41     0.0000  0.00  -0.40796-209  -0.48209-207     0.6995     1.4682     2.7204     4.0163     4.1051
   2022     11     14   12.00      7608.00  -0.80005E+01   0.00000E+00  -0.22867E-07   0.17738E+01   0.41038E+01   0.00000E+00  -0.77862E+00  -0.79991E+01  -0.11002E+03   0.25813E+02   0.15617E+02  -0.46577E+01   0.11496E-01   0.00000E+00   0.47376-227       0.85      17.09     0.0000  0.00  -0.38592-225  -0.45604-223     0.6888     1.5115     2.7554     4.0152     4.1038
   2022     11     15   12.00      7632.00  -0.84884E+01   0.00000E+00  -0.22815E-07   0.17892E+01   0.41031E+01   0.00000E+00  -0.81534E+00  -0.84882E+01  -0.98857E+02   0.23978E+02   0.62899E+01  -0.45799E+01   0.80949E-02   0.00000E+00   0.44755-243       0.85      16.12     0.0000  0.00  -0.36457-241  -0.43081-239     0.6797     1.5515     2.7885     4.0148     4.1031
   2022     11     16   12.00      7656.00  -0.66202E+01   0.00000E+00  -0.22868E-07   0.18048E+01   0.41027E+01   0.00000E+00  -0.89472E+00  -0.66202E+01  -0.75529E+02   0.25637E+02  -0.18697E+02  -0.45307E+01   0.10457E-01   0.00000E+00   0.42237-259       0.85      16.73     0.0000  0.00  -0.34405-257  -0.40657-255     0.6729     1.5892     2.8210     4.0154     4.1027
   2022     11     17   12.00      7680.00  -0.32986E+01   0.00000E+00  -0.22860E-07   0.18201E+01   0.41021E+01   0.00000E+00  -0.56945E+00  -0.32986E+01  -0.25535E+00  -0.10770E+02  -0.57563E+02  -0.44790E+01   0.94106E-02   0.00000E+00   0.39760-275       0.85      16.88     0.0000  0.00  -0.32387-273  -0.38272-271     0.6676     1.6244     2.8525     4.0161     4.1021
   2022     11     18   12.00      7704.00  -0.12935E+01   0.00000E+00  -0.22365E-07   0.18334E+01   0.41012E+01   0.00000E+00  -0.97299E-01  -0.12951E+01   0.31952E+02  -0.26960E+02  -0.73581E+02  -0.44063E+01   0.67973E-02   0.00000E+00   0.37762-291       0.85      16.78     0.0000  0.00  -0.30764-289  -0.36353-287     0.6618     1.6559     2.8805     4.0159     4.1012
   2022     11     19   12.00      7728.00  -0.32659E+01   0.00000E+00  -0.21704E-07   0.18455E+01   0.41004E+01   0.00000E+00  -0.19046E-02  -0.32659E+01   0.17019E+02  -0.20932E+02  -0.64675E+02  -0.43378E+01   0.52430E-02   0.00000E+00   0.36391-307       0.85      17.06     0.0000  0.00  -0.29647-305  -0.35034-303     0.6566     1.6846     2.9063     4.0152     4.1004
   2022     11     20   12.00      7752.00  -0.58637E+01   0.00000E+00  -0.21413E-07   0.18585E+01   0.40989E+01   0.00000E+00  -0.46313E-02  -0.58637E+01   0.56192E+01  -0.12821E+02  -0.61387E+02  -0.43198E+01   0.51983E-02   0.00000E+00   0.49407-323       0.85      16.98     0.0000  0.00   0.17737-320  -0.10587-318     0.6538     1.7125     2.9336     4.0134     4.0989
   2022     11     21   12.00      7776.00  -0.60924E+01   0.00000E+00  -0.21405E-07   0.18723E+01   0.41013E+01   0.00000E+00  -0.53126E-02  -0.60924E+01   0.63611E+01  -0.90745E+01  -0.65875E+02  -0.41503E+01   0.65984E-02   0.00000E+00   0.00000E+00       0.85      16.12     0.0000  0.00   0.21195-320  -0.81299-319     0.6525     1.7396     2.9672     4.0026     4.1013
   2022     11     22   12.00      7800.00  -0.57389E+01   0.00000E+00  -0.21378E-07   0.18851E+01   0.40988E+01   0.00000E+00  -0.46800E-02  -0.57377E+01  -0.15225E+01  -0.41915E+01  -0.62874E+02  -0.42154E+01   0.97266E-02   0.00000E+00   0.00000E+00       0.85      15.77     0.0000  0.00   0.21195-320  -0.81299-319     0.6517     1.7651     2.9895     4.0095     4.0988
   2022     11     23   12.00      7824.00  -0.57487E+01   0.00000E+00  -0.21248E-07   0.18974E+01   0.41014E+01   0.00000E+00  -0.36215E-02  -0.57487E+01  -0.14688E+02  -0.19827E+00  -0.53702E+02  -0.40693E+01   0.90642E-02   0.00000E+00   0.00000E+00       0.85      16.28     0.0000  0.00   0.21195-320  -0.81299-319     0.6509     1.7889     3.0178     4.0018     4.1014
   2022     11     24   12.00      7848.00  -0.59887E+01   0.00000E+00  -0.21019E-07   0.19087E+01   0.41020E+01   0.00000E+00  -0.35209E-02  -0.59887E+01  -0.82025E+01  -0.31774E+01  -0.57208E+02  -0.40443E+01   0.40069E-02   0.00000E+00   0.00000E+00       0.85      16.25     0.0000  0.00   0.21195-320  -0.81299-319     0.6503     1.8112     3.0405     4.0016     4.1020
   2022     11     25   12.00      7872.00  -0.59219E+01   0.00000E+00  -0.20804E-07   0.19195E+01   0.41013E+01   0.00000E+00  -0.32533E-02  -0.59203E+01  -0.10194E+02  -0.95805E+01  -0.48814E+02  -0.40100E+01   0.60668E-02   0.00000E+00   0.00000E+00       0.85      17.96     0.0000  0.00   0.21195-320  -0.81299-319     0.6501     1.8324     3.0612     4.0021     4.1013
   2022     11     26   12.00      7896.00  -0.10394E+02   0.00000E+00  -0.20744E-07   0.19304E+01   0.41002E+01   0.00000E+00  -0.59037E-02  -0.10394E+02  -0.13153E+02  -0.45170E+01  -0.50919E+02  -0.39742E+01   0.41664E-02   0.00000E+00   0.00000E+00       0.85      18.62     0.0000  0.00   0.21195-320  -0.81299-319     0.6508     1.8531     3.0811     4.0030     4.1002
   2022     11     27   12.00      7920.00  -0.12500E+02   0.00000E+00  -0.21142E-07   0.19424E+01   0.40989E+01   0.00000E+00  -0.82824E-02  -0.12500E+02  -0.20007E+02   0.89699E-01  -0.48671E+02  -0.39377E+01   0.67156E-02   0.00000E+00   0.00000E+00       0.85      15.97     0.0000  0.00   0.21195-320  -0.81299-319     0.6533     1.8745     3.1019     4.0044     4.0989
   2022     11     28   12.00      7944.00  -0.14848E+02   0.00000E+00  -0.21856E-07   0.19548E+01   0.40974E+01   0.00000E+00  -0.10487E-01  -0.14848E+02  -0.17901E+02  -0.11371E+01  -0.49550E+02  -0.39004E+01   0.10488E-01   0.00000E+00   0.00000E+00       0.85      14.97     0.0000  0.00   0.21195-320  -0.81299-319     0.6568     1.8961     3.1227     4.0062     4.0974
   2022     11     29   12.00      7968.00  -0.15491E+02   0.00000E+00  -0.22893E-07   0.19678E+01   0.40960E+01   0.00000E+00  -0.11724E-01  -0.15491E+02  -0.22184E+02   0.95090E+01  -0.55913E+02  -0.38642E+01   0.11018E-01   0.00000E+00   0.00000E+00       0.85      16.54     0.0000  0.00   0.21195-320  -0.81299-319     0.6613     1.9180     3.1436     4.0083     4.0960
   2022     11     30   12.00      7992.00  -0.10154E+02   0.00000E+00  -0.23698E-07   0.19795E+01   0.40947E+01   0.00000E+00  -0.69403E-02  -0.10151E+02  -0.45642E+01  -0.96038E+01  -0.54420E+02  -0.38145E+01   0.10603E-01   0.00000E+00   0.00000E+00       0.85      15.11     0.0000  0.00   0.21195-320  -0.81299-319     0.6648     1.9384     3.1623     4.0102     4.0947
   2022     12      1   12.00      8016.00  -0.39384E+01   0.00000E+00  -0.23458E-07   0.19874E+01   0.40938E+01   0.00000E+00  -0.17990E-02  -0.39372E+01   0.16406E+01  -0.92367E+01  -0.60992E+02  -0.37587E+01   0.95631E-02   0.00000E+00   0.00000E+00       0.85       9.72     0.0000  0.00   0.21195-320  -0.81299-319     0.6647     1.9545     3.1756     4.0110     4.0938
   2022     12      2   12.00      8040.00  -0.18295E+01   0.00000E+00  -0.22800E-07   0.19937E+01   0.40933E+01   0.00000E+00  -0.66901E-03  -0.18295E+01  -0.77910E+01   0.25067E+01  -0.63304E+02  -0.37140E+01   0.66546E-02   0.00000E+00   0.00000E+00       0.85       7.48     0.0000  0.00   0.21195-320  -0.81299-319     0.6637     1.9683     3.1865     4.0112     4.0933
   2022     12      3   12.00      8064.00  -0.44142E+00   0.00000E+00  -0.22086E-07   0.19995E+01   0.40929E+01   0.00000E+00  -0.18892E-03  -0.44142E+00  -0.10957E+02  -0.70942E+00  -0.56922E+02  -0.36731E+01   0.10273E-01   0.00000E+00   0.00000E+00       0.85       7.11     0.0000  0.00   0.21195-320  -0.81299-319     0.6629     1.9811     3.1963     4.0112     4.0929
   2022     12      4   12.00      8088.00   0.64426E+00   0.00000E+00  -0.21356E-07   0.20048E+01   0.40926E+01   0.00000E+00   0.10063E-04   0.64426E+00  -0.17856E+02   0.19182E+01  -0.52650E+02  -0.36331E+01   0.14158E-01   0.00000E+00   0.00000E+00       0.85       4.96     0.0000  0.00   0.21195-320  -0.81299-319     0.6624     1.9930     3.2052     4.0111     4.0926
   2022     12      5   12.00      8112.00   0.18492E-01   0.00000E+00  -0.20672E-07   0.20099E+01   0.40923E+01   0.00000E+00   0.99965E-05   0.18429E-01  -0.19364E+02   0.35060E+00  -0.49575E+02  -0.35949E+01   0.14233E-01   0.00000E+00   0.00000E+00       0.85       4.53     0.0000  0.00   0.21195-320  -0.81299-319     0.6621     2.0041     3.2136     4.0109     4.0923
   2022     12      6   12.00      8136.00  -0.21757E+01   0.00000E+00  -0.20037E-07   0.20148E+01   0.40921E+01   0.00000E+00   0.10086E-04  -0.21749E+01  -0.16256E+02  -0.73528E+01  -0.44979E+02  -0.35582E+01   0.10745E-01   0.00000E+00   0.00000E+00       0.85       8.93     0.0000  0.00   0.21195-320  -0.81299-319     0.6621     2.0147     3.2214     4.0105     4.0921
   2022     12      7   12.00      8160.00  -0.61145E+01   0.00000E+00  -0.19425E-07   0.20193E+01   0.40918E+01   0.00000E+00   0.10135E-04  -0.61145E+01  -0.15724E+02  -0.10967E+02  -0.41898E+02  -0.35220E+01   0.66861E-02   0.00000E+00   0.00000E+00       0.85      13.01     0.0000  0.00   0.21195-320  -0.81299-319     0.6622     2.0246     3.2285     4.0101     4.0918
   2022     12      8   12.00      8184.00  -0.11921E+02   0.00000E+00  -0.18800E-07   0.20233E+01   0.40917E+01   0.00000E+00   0.99590E-05  -0.11921E+02  -0.78573E+01  -0.28151E+01  -0.57916E+02  -0.34859E+01   0.19544E-02   0.00000E+00   0.00000E+00       0.85      12.29     0.0000  0.00   0.21195-320  -0.81299-319     0.6622     2.0337     3.2349     4.0095     4.0917
   2022     12      9   12.00      8208.00  -0.94590E+01   0.00000E+00  -0.18297E-07   0.20275E+01   0.40916E+01   0.00000E+00  -0.15679E-02  -0.94590E+01  -0.63781E+01  -0.12118E+01  -0.60998E+02  -0.34509E+01   0.34869E-02   0.00000E+00   0.00000E+00       0.85       8.94     0.0000  0.00   0.21195-320  -0.81299-319     0.6627     2.0426     3.2410     4.0089     4.0916
   2022     12     10   12.00      8232.00  -0.35047E+01   0.00000E+00  -0.18237E-07   0.20328E+01   0.40915E+01   0.00000E+00  -0.26212E-02  -0.35047E+01  -0.19350E+01  -0.43329E+01  -0.62320E+02  -0.34182E+01   0.10193E-01   0.00000E+00   0.00000E+00       0.85       6.05     0.0000  0.00   0.21195-320  -0.81299-319     0.6648     2.0526     3.2485     4.0085     4.0915
   2022     12     11   12.00      8256.00  -0.18816E+01   0.00000E+00  -0.17984E-07   0.20370E+01   0.40913E+01   0.00000E+00  -0.86869E-03  -0.18812E+01  -0.30693E+01  -0.58449E+01  -0.59674E+02  -0.33836E+01   0.67276E-02   0.00000E+00   0.00000E+00       0.85       4.71     0.0000  0.00   0.21195-320  -0.81299-319     0.6658     2.0614     3.2543     4.0079     4.0913
   2022     12     12   12.00      8280.00  -0.53087E+01   0.00000E+00  -0.17702E-07   0.20408E+01   0.40913E+01   0.00000E+00  -0.16822E-02  -0.53075E+01  -0.16426E+02  -0.13911E+01  -0.50771E+02  -0.33502E+01   0.90341E-02   0.00000E+00   0.00000E+00       0.85       7.58     0.0000  0.00   0.21195-320  -0.81299-319     0.6666     2.0695     3.2594     4.0071     4.0913
   2022     12     13   12.00      8304.00  -0.11437E+02   0.00000E+00  -0.17629E-07   0.20451E+01   0.40914E+01   0.00000E+00  -0.34517E-02  -0.11437E+02  -0.23290E+02  -0.37482E+01  -0.41550E+02  -0.33183E+01   0.89034E-02   0.00000E+00   0.00000E+00       0.85      13.16     0.0000  0.00   0.21195-320  -0.81299-319     0.6683     2.0779     3.2649     4.0064     4.0914
